asset_description,asset_abbreviation,can_be_connected,dbo_entity_type,ifc4_3,ifc2x3,is_ifc_default,ifc2x3_entity,ifc2x3_predefined_type,ifc4_3_entity,ifc4_3_predefined_type
valve - check valve,CKV,0,HVAC/VLV,IfcValveCHECK,IfcValveCHECK,0,IfcValve,CHECK,IfcValve,CHECK
valve - check valve sprinkler,CKVS,0,,IfcValveCHECK,IfcValveCHECK,0,IfcValve,CHECK,IfcValve,CHECK
valve - chilled water valve,CHWV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - condenser water valve,CDWV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - control valve,CV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - control valve modulating,CVM,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - control valve open closed,CVO,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - differential pressure control valve,DPCV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - energy valve,ENV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - float valve,FV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - flow control valve,FCV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - gate valve,GV,0,HVAC/VLV,IfcValveSTEAMTRAP,IfcValveSTEAMTRAP,0,IfcValve,STEAMTRAP,IfcValve,STEAMTRAP
valve - hot water valve,HWV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - isolation valve,ISV,0,HVAC/VLV,IfcValveISOLATING,IfcValveISOLATING,0,IfcValve,ISOLATING,IfcValve,ISOLATING
valve - level control valve,LCV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - make up water valve,MUV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - master thermostatic valve,MMV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - pressure attenuator,PA,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - pressure control valve,PCV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - pressure independent control valve,PICV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - pressure reducing valve,PRV,0,HVAC/VLV,IfcValvePRESSUREREDUCING,IfcValvePRESSUREREDUCING,0,IfcValve,PRESSUREREDUCING,IfcValve,PRESSUREREDUCING
valve - pressure relief valve,PRFV,0,HVAC/VLV,IfcValvePRESSURERELIEF,IfcValvePRESSURERELIEF,0,IfcValve,PRESSURERELIEF,IfcValve,PRESSURERELIEF
valve - process water valve,PWV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - recirculation valve,RCV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - return valve,RTV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - seismic gas valve,SGV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - solenoid valve,SNV,1,HVAC/VLV,IfcValveSAFETYCUTOFF,IfcValveSAFETYCUTOFF,0,IfcValve,SAFETYCUTOFF,IfcValve,SAFETYCUTOFF
valve - steam pressure reducing valve,SPRV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - supply valve,SPV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - temperature control valve,TCV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - thermostatic mixing valve,TMV,0,HVAC/VLV,IfcValveMIXING,IfcValveMIXING,0,IfcValve,MIXING,IfcValve,MIXING
valve - water hammer arrestor,WHAV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
variable frequency drive,VFD,1,,IfcMotorConnection,IfcMotorConnection,0,IfcMotorConnection,,IfcMotorConnection,
vehicle,VCL,1,,IfcVehicle,,1,,,IfcVehicle,
washing appliance - commercial flight machine,CDWFM,0,,IfcElectricApplianceDISHWASHER,IfcElectricApplianceDISHWASHER,0,IfcElectricAppliance,DISHWASHER,IfcElectricAppliance,DISHWASHER
washing appliance - commercial pass through machine,CDWPTM,0,,IfcElectricApplianceDISHWASHER,IfcElectricApplianceDISHWASHER,0,IfcElectricAppliance,DISHWASHER,IfcElectricAppliance,DISHWASHER
washing appliance - commercial pot and utensil machine,CDWPUW,0,,IfcElectricApplianceDISHWASHER,IfcElectricApplianceDISHWASHER,0,IfcElectricAppliance,DISHWASHER,IfcElectricAppliance,DISHWASHER
washing appliance - commercial rack machine,CDWRM,0,,IfcElectricApplianceDISHWASHER,IfcElectricApplianceDISHWASHER,0,IfcElectricAppliance,DISHWASHER,IfcElectricAppliance,DISHWASHER
washing appliance - commercial undercounter machine,CDWUM,0,,IfcElectricApplianceDISHWASHER,IfcElectricApplianceDISHWASHER,0,IfcElectricAppliance,DISHWASHER,IfcElectricAppliance,DISHWASHER
washing appliance - conveyor system,CDWSCS,0,,IfcElectricApplianceDISHWASHER,IfcElectricApplianceDISHWASHER,0,IfcElectricAppliance,DISHWASHER,IfcElectricAppliance,DISHWASHER
washing appliance - roller table,CDWRT,0,,IfcFurnitureSHELF,IfcFurniture,0,IfcFurniture,,IfcFurniture,SHELF
waste management - food dehydrator,WSTFD,0,,IfcElectricAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcElectricAppliance,
waste management - waste bin,WSTBIN,0,,IfcFurniture,IfcFurniture,0,IfcFurniture,,IfcFurniture,
waste management - waste compactor,WSTC,0,,IfcElectricAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcElectricAppliance,
waste management - wet waste grinder,WSTWG,0,,IfcElectricAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcElectricAppliance,
waste terminal,WSTT,1,,IfcWasteTerminal,IfcWasteTerminal,1,IfcWasteTerminal,,IfcWasteTerminal,
waste terminal - area drain,AD,0,,IfcWasteTerminal,IfcWasteTerminal,0,IfcWasteTerminal,,IfcWasteTerminal,
waste terminal - floor gully,FG,0,,IfcWasteTerminalFLOORWASTE,IfcWasteTerminalFLOORWASTE,1,IfcWasteTerminal,FLOORWASTE,IfcWasteTerminal,FLOORWASTE
waste terminal - floor waste trap,FWT,0,,IfcWasteTerminalFLOORTRAP,IfcWasteTerminalFLOORTRAP,1,IfcWasteTerminal,FLOORTRAP,IfcWasteTerminal,FLOORTRAP
waste terminal - gully sump,GUS,0,,IfcWasteTerminalGULLYSUMP,IfcWasteTerminalGULLYSUMP,1,IfcWasteTerminal,GULLYSUMP,IfcWasteTerminal,GULLYSUMP
waste terminal - roof drain,RD,0,,IfcWasteTerminalROOFDRAIN,IfcWasteTerminalROOFDRAIN,1,IfcWasteTerminal,ROOFDRAIN,IfcWasteTerminal,ROOFDRAIN
waste terminal - waste disposal unit (macerator),WDU,1,,IfcWasteTerminalWASTEDISPOSALUNIT,IfcWasteTerminalWASTEDISPOSALUNIT,1,IfcWasteTerminal,WASTEDISPOSALUNIT,IfcWasteTerminal,WASTEDISPOSALUNIT
waste terminal - waste trap,WT,0,,IfcWasteTerminalWASTETRAP,IfcWasteTerminalWASTETRAP,1,IfcWasteTerminal,WASTETRAP,IfcWasteTerminal,WASTETRAP
water heater - domestic electric water heater,DEWH,0,HVAC/HWS,IfcElectricApplianceFREESTANDINGWATERHEATER,IfcElectricApplianceWATERHEATER,0,IfcElectricAppliance,WATERHEATER,IfcElectricAppliance,FREESTANDINGWATERHEATER
water heater - domestic gas water heater,DGWH,0,HVAC/HWS,IfcBoilerWATER,IfcBoilerWATER,0,IfcBoiler,WATER,IfcBoiler,WATER
water heater - electric water heater,EWH,0,HVAC/HWS,IfcElectricApplianceFREESTANDINGWATERHEATER,IfcElectricApplianceWATERHEATER,0,IfcElectricAppliance,WATERHEATER,IfcElectricAppliance,FREESTANDINGWATERHEATER
water heater - gas water heater,GWH,0,HVAC/HWS,IfcBoilerWATER,IfcBoilerWATER,0,IfcBoiler,WATER,IfcBoiler,WATER
water heater - instantaneous water heater,IWH,0,HVAC/HWS,IfcElectricAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcElectricAppliance,
water heater - solar water heating panel,SWHP,0,,IfcSolarDeviceSOLARCOLLECTOR,IfcElectricApplianceWATERHEATER,0,IfcElectricAppliance,WATERHEATER,IfcSolarDevice,SOLARCOLLECTOR
water treatment - chemical dosage unit,CHDU,1,,IfcTank,IfcTank,0,IfcTank,,IfcTank,
water treatment - cooling tower water treatment unit,CTSU,1,,IfcUnitaryEquipment,IfcUnitaryEquipment,0,IfcUnitaryEquipment,,IfcUnitaryEquipment,
water treatment - dosing pot,DPOT,0,,IfcTank,IfcTank,0,IfcTank,,IfcTank,
water treatment - electro magnetic water conditioner,EMWC,0,,IfcFilterWATERFILTER,IfcFilterWATERFILTER,0,IfcFilter,WATERFILTER,IfcFilter,WATERFILTER
weather station,WST,1,HVAC/WEATHER,IfcUnitaryControlElementWEATHERSTATION,IfcElectricDistributionPoint,0,IfcElectricDistributionPoint,,IfcUnitaryControlElement,WEATHERSTATION
window,WD,0,,IfcWindow,IfcWindowStyle,1,IfcWindowStyle,,IfcWindow,
zone,ZONE,1,,IfcZone,IfcZone,1,IfcZone,,IfcZone,
